k,policy,questions,mean_em,mean_f1,mean_support_recall,mean_selection_support_recall_before_budget,target_hit_rate,selection_target_hit_rate_before_budget,mean_reference_context_tokens,mean_provider_input_tokens,mean_provider_output_tokens,mean_api_latency_ms_fresh_calls,fresh_api_calls,response_cache_hits,mean_selected_nodes,mean_fully_delivered_nodes,mean_candidate_universe,online_update_rate
10,adaptive_offline_global,60,0.35,0.40525111799105606,0.6625,0.6833333333333333,0.6666666666666666,0.7,412.26666666666665,457.46666666666664,8.8,3036.5599192646987,34,26,11.0,10.45,17.983333333333334,
10,adaptive_online_warm,60,0.35,0.3990606418005799,0.6625,0.6833333333333333,0.6666666666666666,0.7,412.26666666666665,457.46666666666664,8.65,3627.799603705759,34,26,11.0,10.45,17.983333333333334,0.16666666666666666
10,cosine,60,0.43333333333333335,0.4817645502645503,0.6833333333333333,0.7,0.7666666666666667,0.8,412.26666666666665,458.0,8.866666666666667,4545.0381145499705,60,0,11.0,10.316666666666666,29.216666666666665,
10,graph_fixed,60,0.3333333333333333,0.39242408557625946,0.6416666666666667,0.6625,0.6666666666666666,0.6833333333333333,412.26666666666665,458.0833333333333,9.416666666666666,7570.229892925891,54,6,11.0,10.366666666666667,17.983333333333334,
