policy,k,repetition,query_type,events,mean_prediction_hit,median_prediction_hit,mean_target_rank,median_target_rank,mean_candidate_universe_size,median_candidate_universe_size,mean_prompt_tokens,median_prompt_tokens,mean_capacity_bytes,median_capacity_bytes,mean_ready_cache_ttft_ms,median_ready_cache_ttft_ms,mean_request_e2e_ms,median_request_e2e_ms,mean_policy_ms,median_policy_ms,mean_current_access_ttft_ms,median_current_access_ttft_ms,mean_current_access_request_ms,median_current_access_request_ms,mean_speculative_population_ms,median_speculative_population_ms,mean_available_overlap_ms,median_available_overlap_ms,mean_exposed_population_ms,median_exposed_population_ms,mean_end_to_end_ttft_ms,median_end_to_end_ttft_ms,mean_end_to_end_request_ms,median_end_to_end_request_ms,mean_prefetch_bytes_scheduled,median_prefetch_bytes_scheduled,mean_prefetch_bytes_completed,median_prefetch_bytes_completed,mean_prefetch_completion_fraction,median_prefetch_completion_fraction,mean_shadow_residency_before_prefetch,median_shadow_residency_before_prefetch,mean_shadow_residency_hit,median_shadow_residency_hit,mean_shadow_current_prefetch_hit,median_shadow_current_prefetch_hit,mean_shadow_cache_bytes_after,median_shadow_cache_bytes_after,mean_lmcache_retrieved_tokens_delta,median_lmcache_retrieved_tokens_delta,mean_lmcache_stored_tokens_delta,median_lmcache_stored_tokens_delta,mean_vllm_prefix_cache_hit_tokens_delta,median_vllm_prefix_cache_hit_tokens_delta,mean_population_request_count,median_population_request_count,mean_population_prompt_tokens,median_population_prompt_tokens,mean_predicted_count,median_predicted_count,mean_completed_prefetch_count,median_completed_prefetch_count,mean_current_insert_eviction_count,median_current_insert_eviction_count,mean_prefetch_eviction_count,median_prefetch_eviction_count,mean_target_insert_eviction_count,median_target_insert_eviction_count,mean_online_updated,median_online_updated,mean_retry_count,median_retry_count,mean_prefetch_completed_before_demand,median_prefetch_completed_before_demand,mean_request_success,median_request_success
cosine,10,1,multi-hop,300,0.5166666666666667,1.0,3.3483870967741933,3.0,917.0,917.0,375.32,385.0,536870912.0,536870912.0,54.44262759666667,57.335175,54.547386786666664,57.492109,0.2656353466666667,0.203797,60.07609804333333,62.0282635,60.177566123333335,62.1288415,675.9239405933333,686.948723,0.0,0.0,675.9239405933333,686.948723,730.6322035366667,744.2511185,730.7369627266668,744.3586435,122681098.24,124026880.0,122681098.24,124026880.0,1.0,1.0,0.14333333333333334,0.0,0.5666666666666667,1.0,0.43666666666666665,0.0,529438692.6933333,530776064.0,175.84666666666666,0.0,176.16666666666666,0.0,157.09333333333333,0.0,10.0,10.0,3753.93,3795.0,10.0,10.0,10.0,10.0,0.88,1.0,8.84,10.0,0.4533333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
cosine,10,1,semantic,150,0.5933333333333334,1.0,3.5842696629213484,2.0,917.0,917.0,366.22,385.0,536870912.0,536870912.0,53.14281612,54.5047985,53.24132212666667,54.623934500000004,0.25840445333333334,0.2006445,59.780769213333336,61.997057,59.87667018,62.098449,673.4548149666666,686.4650154999999,0.0,0.0,673.4548149666666,686.4650154999999,726.8560355400001,740.511986,726.9545415466666,740.652277,122464938.66666667,124043264.0,122464938.66666667,124043264.0,1.0,1.0,0.15333333333333332,0.0,0.6066666666666667,1.0,0.47333333333333333,0.0,529772489.38666666,530743296.0,219.35333333333332,0.0,205.59333333333333,0.0,163.92,0.0,10.0,10.0,3747.3333333333335,3795.5,10.0,10.0,10.0,10.0,0.88,1.0,8.74,10.0,0.41333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
cosine,10,1,structural,150,0.49333333333333335,0.0,4.162162162162162,4.0,917.0,917.0,374.6933333333333,385.0,536870912.0,536870912.0,54.55701496666667,58.1498025,54.66013769333333,58.2388395,0.24994165999999998,0.202706,60.40835009333333,60.501631,60.51065517333334,60.589152999999996,678.77716176,690.1086385,0.0,0.0,678.77716176,690.1086385,733.5841183866668,744.9001175000001,733.6872411133334,745.005822,122461661.86666666,123961344.0,122461661.86666666,123961344.0,1.0,1.0,0.13333333333333333,0.0,0.54,1.0,0.4066666666666667,0.0,528862631.25333333,530399232.0,181.38,0.0,168.58,0.0,162.61333333333334,0.0,10.0,10.0,3747.233333333333,3793.0,10.0,10.0,10.0,10.0,0.8733333333333333,1.0,8.773333333333333,10.0,0.44,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,1,all,600,0.7616666666666667,1.0,4.035010940919038,4.0,284.77666666666664,281.0,372.8883333333333,385.0,536870912.0,536870912.0,51.25011514166667,52.2210665,51.35058789,52.307536999999996,4.976852646666666,4.5019504999999995,58.74400295333334,59.761051,58.850426070000005,59.841466,665.1155780099999,679.9734875,0.0,0.0,665.1155780099999,679.9734875,721.3425457983333,736.142578,721.4430185466667,736.2610179999999,121448420.69333333,121602048.0,121448420.69333333,121602048.0,1.0,1.0,0.155,0.0,0.7816666666666666,1.0,0.63,1.0,529134059.52,530219008.0,252.47,384.0,131.19,0.0,230.27333333333334,384.0,10.0,10.0,3716.3116666666665,3721.0,10.0,10.0,10.0,10.0,0.8516666666666667,1.0,8.661666666666667,10.0,0.21333333333333335,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,1,multi-hop,300,0.75,1.0,3.8266666666666667,3.0,287.12666666666667,283.0,375.32,385.0,536870912.0,536870912.0,51.68610601333334,52.5711485,51.78751792666667,52.655054,5.095028046666667,4.5147759999999995,58.58360553666667,59.7958865,58.68737457,59.898253999999994,665.76973649,681.012886,0.0,0.0,665.76973649,681.012886,722.55087055,737.740829,722.6522824633333,737.8365145,121528647.68,121602048.0,121528647.68,121602048.0,1.0,1.0,0.15,0.0,0.77,1.0,0.6233333333333333,1.0,528759848.96,529858560.0,261.62666666666667,384.0,131.6,0.0,232.71,384.0,10.0,10.0,3718.76,3721.0,10.0,10.0,10.0,10.0,0.8533333333333334,1.0,8.763333333333334,10.0,0.23,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,1,semantic,150,0.7933333333333333,1.0,4.899159663865547,5.0,280.02666666666664,278.0,366.22,385.0,536870912.0,536870912.0,50.68032444000001,50.653604,50.78299048,50.7447655,4.820134013333334,4.330606,58.94755592666666,59.9869955,59.06270712,60.075554499999996,665.5603924333333,682.296058,0.0,0.0,665.5603924333333,682.296058,721.0608508866667,738.7071569999999,721.1635169266667,738.7803019999999,121385997.65333334,121569280.0,121385997.65333334,121569280.0,1.0,1.0,0.19333333333333333,0.0,0.82,1.0,0.6333333333333333,1.0,529990724.26666665,530628608.0,252.70666666666668,368.0,152.54666666666665,0.0,221.81333333333333,344.0,10.0,10.0,3714.4066666666668,3720.0,10.0,10.0,10.0,10.0,0.8466666666666667,1.0,8.466666666666667,10.0,0.17333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
graph_fixed,10,1,structural,150,0.7533333333333333,1.0,3.5398230088495577,3.0,284.82666666666665,287.0,374.6933333333333,385.0,536870912.0,536870912.0,50.9479241,52.885751,51.044325226666665,52.998827,4.89722048,4.509081,58.86124481333332,59.309856499999995,58.964248020000014,59.4053655,663.3624466266667,677.9050950000001,0.0,0.0,663.3624466266667,677.9050950000001,719.2075912066666,732.104983,719.3039923333334,732.195189,121350389.76,121602048.0,121350389.76,121602048.0,1.0,1.0,0.12666666666666668,0.0,0.7666666666666667,1.0,0.64,1.0,529025815.8933333,530825216.0,233.92,384.0,109.01333333333334,0.0,233.86,384.0,10.0,10.0,3713.32,3721.0,10.0,10.0,10.0,10.0,0.8533333333333334,1.0,8.653333333333334,10.0,0.22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,1,all,600,0.0,0.0,,,0.0,0.0,372.8883333333333,385.0,536870912.0,536870912.0,56.30295823166667,60.262077500000004,56.40649797833333,60.346036,0.006239743333333333,0.005806,57.897420181666675,61.692531,58.00268122666666,61.862273,0.0,0.0,0.0,0.0,0.0,0.0,56.30919797499999,60.266926999999995,56.41273772166666,60.350885500000004,0.0,0.0,0.0,0.0,1.0,1.0,0.285,0.0,0.285,0.0,0.0,0.0,519022673.92,527433728.0,98.41166666666666,0.0,251.79833333333335,384.0,92.81833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7016666666666667,1.0,0.0,0.0,0.66,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,1,multi-hop,300,0.0,0.0,,,0.0,0.0,375.32,385.0,536870912.0,536870912.0,56.27871517333333,59.909251,56.379463713333344,60.013127999999995,0.0061051966666666665,0.0057625,57.39890229333333,60.524386500000006,57.50326081333333,60.618649500000004,0.0,0.0,0.0,0.0,0.0,0.0,56.28482036999999,59.9148495,56.38556891,60.0187265,0.0,0.0,0.0,0.0,1.0,1.0,0.2866666666666667,0.0,0.2866666666666667,0.0,0.0,0.0,522851778.56,527368192.0,94.31666666666666,0.0,250.42333333333335,384.0,91.05666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6966666666666667,1.0,0.0,0.0,0.67,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,1,semantic,150,0.0,0.0,,,0.0,0.0,366.22,385.0,536870912.0,536870912.0,53.272758939999996,56.571058,53.38749764,57.32266,0.0061298,0.005803,56.99994312666667,61.7201525,57.10521312666666,61.8088765,0.0,0.0,0.0,0.0,0.0,0.0,53.27888873999999,56.5779235,53.39362744,57.331512,0.0,0.0,0.0,0.0,1.0,1.0,0.3466666666666667,0.0,0.3466666666666667,0.0,0.0,0.0,512384914.7733333,526893056.0,129.73333333333332,0.0,229.78666666666666,344.0,120.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,1.0,0.0,0.0,0.58,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
no_prefetch,10,1,structural,150,0.0,0.0,,,0.0,0.0,374.6933333333333,385.0,536870912.0,536870912.0,59.38164363999999,62.458694,59.479566846666664,62.5862715,0.0066187799999999995,0.005954,59.79193301333333,63.095796,59.89899015333334,63.2009305,0.0,0.0,0.0,0.0,0.0,0.0,59.388262420000004,62.465004500000006,59.48618562666667,62.592031000000006,0.0,0.0,0.0,0.0,1.0,1.0,0.22,0.0,0.22,0.0,0.0,0.0,518002223.7866667,528351232.0,75.28,0.0,276.56,384.0,69.09333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,1.0,0.0,0.0,0.72,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,1,all,600,0.9416666666666667,1.0,4.014159292035398,4.0,284.77666666666664,281.0,372.8883333333333,385.0,536870912.0,536870912.0,47.2483718,45.653637,47.346601039999996,45.7378205,4.758781963333333,4.2263885,57.37160392333334,58.35549,57.471169053333334,58.437001499999994,647.5176925149999,672.0325,0.0,0.0,647.5176925149999,672.0325,699.5248462783334,724.2979385,699.6230755183334,724.3864125,120980985.17333333,121602048.0,120980985.17333333,121602048.0,1.0,1.0,0.20166666666666666,0.0,0.95,1.0,0.7516666666666667,1.0,529378454.18666667,530825216.0,299.97,384.0,119.62333333333333,0.0,269.76666666666665,384.0,10.0,10.0,3702.0466666666666,3721.0,10.0,10.0,10.0,10.0,0.8033333333333333,1.0,8.326666666666666,10.0,0.04833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,1,multi-hop,300,0.9366666666666666,1.0,3.6903914590747333,3.0,287.12666666666667,283.0,375.32,385.0,536870912.0,536870912.0,47.78943414666667,46.343656499999994,47.88953585333334,46.457337,4.872193543333333,4.2467975,56.69392961666667,58.2155665,56.79743780333333,58.3063435,649.1286533266667,672.1191074999999,0.0,0.0,649.1286533266667,672.1191074999999,701.7902810166668,724.1611790000001,701.8903827233333,724.2630725000001,121141876.05333333,122388480.0,121141876.05333333,122388480.0,1.0,1.0,0.21333333333333335,0.0,0.95,1.0,0.7366666666666667,1.0,529214231.8933333,530186240.0,287.61,384.0,125.31666666666666,0.0,263.5566666666667,384.0,10.0,10.0,3706.9566666666665,3745.0,10.0,10.0,10.0,10.0,0.7933333333333333,1.0,8.403333333333334,10.0,0.04666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,1,semantic,150,0.92,1.0,5.471014492753623,5.0,280.02666666666664,278.0,366.22,385.0,536870912.0,536870912.0,45.593983460000004,42.385105,45.68638320666666,42.464856999999995,4.558083659999999,4.1924515,57.196094159999994,58.861453499999996,57.29203418666667,58.9296075,642.7551057666668,676.797359,0.0,0.0,642.7551057666668,676.797359,692.9071728866667,725.77982,692.9995726333334,725.872662,121030355.62666667,121602048.0,121030355.62666667,121602048.0,1.0,1.0,0.22,0.0,0.9266666666666666,1.0,0.72,1.0,530215294.29333335,531087360.0,348.2866666666667,384.0,136.12666666666667,0.0,275.66,384.0,10.0,10.0,3703.5533333333333,3721.0,10.0,10.0,10.0,10.0,0.7866666666666666,1.0,8.1,10.0,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
adaptive_offline_global,10,1,structural,150,0.9733333333333334,1.0,3.26027397260274,3.0,284.82666666666665,287.0,374.6933333333333,385.0,536870912.0,536870912.0,47.82063544666667,46.678049,47.920949246666666,46.7752225,4.732657106666666,4.1643194999999995,58.9024623,58.386713,58.99776642,58.470378499999995,649.0583576399999,669.685121,0.0,0.0,649.0583576399999,669.685121,701.6116501933334,723.6294555,701.7119639933334,723.7271995,120609832.96,121602048.0,120609832.96,121602048.0,1.0,1.0,0.16,0.0,0.9733333333333334,1.0,0.8133333333333334,1.0,528870058.6666667,530825216.0,276.37333333333333,384.0,91.73333333333333,0.0,276.29333333333335,384.0,10.0,10.0,3690.72,3721.0,10.0,10.0,10.0,10.0,0.84,1.0,8.4,10.0,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
