model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,adaptive_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,adp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,adaptive_n_tokens,flops_saved_cosine,flops_saved_graph,flops_saved_adaptive,embed_time_s,graph_build_time_s,adp_alpha_semantic,adp_beta_semantic,adp_alpha_structural,adp_beta_structural,adp_alpha_multihop,adp_beta_multihop
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,0,structural,51.2938,0.0,0.0,52.2381,0,1,1,0,109,365,280,356,53477580800,31470387200,50872844288,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,1,multi-hop,70.2289,45.8232,46.2295,44.9029,0,0,0,0,77,289,333,333,33525997568,44511731712,44511731712,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,2,multi-hop,50.3405,0.0,51.2722,51.1486,0,1,0,0,108,364,364,364,53184954368,53184954368,53184954368,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,3,semantic,51.9221,0.0,52.2128,0.0,0,1,0,1,98,354,354,354,50302844928,50302844928,50302844928,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,4,structural,50.9569,51.6683,50.8619,52.246,0,0,0,0,52,308,308,308,38079168512,38079168512,38079168512,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,5,multi-hop,52.3149,0.0,0.0,0.0,0,1,1,1,51,307,307,307,37832302592,37832302592,37832302592,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,6,structural,52.185,53.1147,50.835,52.2621,0,0,0,0,96,352,332,352,49736056832,44244795392,49736056832,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,7,multi-hop,50.8917,54.287,52.3278,51.8139,0,0,0,0,142,398,398,398,63584632832,63584632832,63584632832,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,8,multi-hop,51.0235,0.0,51.1354,52.103,0,1,0,0,83,339,339,339,46130208768,46130208768,46130208768,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,9,structural,44.2428,45.6016,45.919,46.6265,0,0,0,0,33,289,289,232,33525997568,33525997568,21605384192,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,10,multi-hop,42.4315,0.0,0.0,0.0,0,1,1,1,2,13,11,61,67837952,48570368,1493639168,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,11,semantic,50.9808,0.0,49.269,50.5729,0,1,0,0,109,261,130,205,27344314368,6783795200,16869171200,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,12,semantic,50.4027,0.0,51.4997,53.1574,0,1,0,0,117,373,373,373,55847493632,55847493632,55847493632,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,13,semantic,49.5926,51.5222,51.668,50.1108,0,0,0,0,100,299,299,308,35886276608,35886276608,38079168512,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,14,multi-hop,51.708,0.0,51.2185,51.1182,0,1,0,0,103,359,359,359,51733864448,51733864448,51733864448,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,15,structural,46.1058,47.2626,45.9306,47.0407,0,0,0,0,77,333,333,333,44511731712,44511731712,44511731712,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,16,structural,45.0908,51.7562,49.2716,45.8449,0,0,0,0,89,345,345,345,47777587200,47777587200,47777587200,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,17,semantic,69.9316,0.0,70.2992,71.7457,0,1,0,0,113,369,369,369,54656114688,54656114688,54656114688,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,18,semantic,43.1197,0.0,0.0,0.0,0,1,1,1,7,50,154,50,1003520000,9519792128,1003520000,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,19,multi-hop,46.1627,46.0568,45.2119,46.4857,0,0,0,0,1,6,6,6,14450688,14450688,14450688,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,20,multi-hop,45.6323,0.0,0.0,0.0,0,1,1,1,106,330,330,232,43713331200,43713331200,21605384192,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,21,multi-hop,50.5265,0.0,51.9569,51.0551,0,1,0,0,13,223,248,248,19961618432,24688197632,24688197632,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,22,structural,52.1214,50.0454,0.0,0.0,0,0,1,1,11,19,267,267,144908288,28615974912,28615974912,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,23,semantic,51.0923,53.0505,51.1823,0.0,0,0,0,1,27,283,283,283,32148365312,32148365312,32148365312,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,3,16,24,semantic,51.912,0.0,0.0,0.0,0,1,1,1,135,391,391,391,61367656448,61367656448,61367656448,5.816,0.022,0.9,0.1,0.35,0.65,0.35,0.65
