model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,flops_saved_cosine,flops_saved_graph,embed_time_s,graph_build_time_s
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,348,structural,52.7515,34.2611,41.5358,0,0,0,106,362,362,68704796672,68704796672,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,349,semantic,0.0,0.0,33.7247,1,1,0,18,249,274,32506380288,39361445888,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,350,semantic,0.0,0.0,0.0,1,1,1,48,304,304,48452599808,48452599808,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,351,multi-hop,108.4062,32.3649,26.3871,0,0,0,77,333,333,58137772032,58137772032,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,352,structural,48.5337,78.8407,72.4748,0,0,0,14,225,270,26542080000,38220595200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,353,semantic,0.0,0.0,0.0,1,1,1,11,241,267,30451171328,37375967232,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,354,semantic,81.3174,0.0,65.6024,0,1,0,112,368,368,71001178112,71001178112,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,355,semantic,86.5051,0.0,0.0,0,1,1,109,365,365,69848268800,69848268800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,356,multi-hop,83.7358,60.9061,0.0,0,0,1,114,370,370,71775027200,71775027200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,357,structural,55.5994,61.9402,63.0542,0,0,0,4,116,260,7054819328,35441868800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,358,multi-hop,46.2272,71.0841,50.7613,0,0,0,102,242,358,30704402432,67194847232,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,359,structural,83.6144,72.5002,54.8789,0,0,0,41,297,297,46246920192,46246920192,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,360,structural,32.0555,94.6405,67.9895,0,0,0,4,12,12,75497472,75497472,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,361,semantic,53.9627,0.0,41.9302,0,1,0,127,383,383,76907282432,76907282432,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,362,multi-hop,115.6073,0.0,57.0923,0,1,0,24,274,280,39361445888,41104179200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,363,structural,69.7424,52.8532,58.1626,0,0,0,99,355,355,66073395200,66073395200,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,364,semantic,50.6946,0.0,0.0,0,1,1,47,303,303,48134356992,48134356992,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,365,semantic,47.0621,0.0,0.0,0,1,1,129,385,385,77712588800,77712588800,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,366,multi-hop,53.4394,55.7511,0.0,0,0,1,95,323,351,54698442752,64592805888,7.697,0.018
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,4,16,367,semantic,55.8757,0.0,55.5409,0,1,0,115,371,371,72163524608,72163524608,7.697,0.018
