model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,adaptive_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,adp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,adaptive_n_tokens,flops_saved_cosine,flops_saved_graph,flops_saved_adaptive,embed_time_s,graph_build_time_s,adp_alpha_semantic,adp_beta_semantic,adp_alpha_structural,adp_beta_structural,adp_alpha_multihop,adp_beta_multihop
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,0,structural,82.0299,82.2375,0.0,52.3902,0,0,1,0,105,361,361,361,52311891968,52311891968,52311891968,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,1,multi-hop,53.2179,0.0,0.0,59.6057,0,1,1,0,35,265,290,291,28188876800,33758412800,33991630848,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,2,multi-hop,58.5791,0.0,62.9497,64.4899,0,1,0,0,106,336,263,220,45317357568,27764989952,19428147200,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,3,semantic,94.114,0.0,0.0,0.0,0,1,1,1,125,381,381,381,58268786688,58268786688,58268786688,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,4,structural,47.1592,45.2431,44.4828,0.0,0,0,0,1,124,353,380,380,50019049472,57963315200,57963315200,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,5,multi-hop,50.8588,0.0,0.0,0.0,0,1,1,1,96,352,352,279,49736056832,49736056832,31246000128,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,6,structural,54.3119,57.2829,57.8074,57.7267,0,0,0,0,85,317,329,341,40337088512,43448803328,46676123648,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,7,multi-hop,60.5001,64.1845,51.0799,53.0531,0,0,0,0,70,326,326,268,42660036608,42660036608,28830728192,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,8,multi-hop,51.644,0.0,53.5543,54.7323,0,1,0,0,79,335,287,233,45048012800,33063575552,21792038912,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-7B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,HotpotQA,3,16,9,structural,56.9207,59.1349,0.0,83.1921,0,0,1,0,94,350,306,350,49172480000,37586239488,49172480000,5.543,0.021,0.9,0.1,0.35,0.65,0.35,0.65
