model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,adaptive_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,adp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,adaptive_n_tokens,flops_saved_cosine,flops_saved_graph,flops_saved_adaptive,embed_time_s,graph_build_time_s,adp_alpha_semantic,adp_beta_semantic,adp_alpha_structural,adp_beta_structural,adp_alpha_multihop,adp_beta_multihop
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,495,structural,0.0,50.1828,0.0,0.0,1,0,1,1,121,377,377,377,24450736128,24450736128,24450736128,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,496,structural,55.4727,45.5927,0.0,0.0,0,0,1,1,34,290,290,290,14467891200,14467891200,14467891200,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,497,semantic,51.5839,0.0,0.0,0.0,0,1,1,1,150,406,406,406,28357066752,28357066752,28357066752,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,498,multi-hop,51.9633,0.0,49.3321,43.7062,0,1,0,0,53,309,309,309,16425787392,16425787392,16425787392,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,499,semantic,0.0,0.0,0.0,0.0,1,1,1,1,86,342,342,342,20121550848,20121550848,20121550848,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,500,structural,41.1252,31.1524,18.8237,18.9171,0,0,0,0,58,314,314,314,16961667072,16961667072,16961667072,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,501,multi-hop,0.0,0.0,47.7521,22.9667,1,1,0,0,94,350,350,350,21073920000,21073920000,21073920000,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,502,multi-hop,18.7808,52.4292,48.7758,0.0,0,0,0,1,32,288,288,288,14269022208,14269022208,14269022208,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,503,structural,41.7687,55.1581,42.612,0.0,0,0,0,1,96,352,352,352,21315452928,21315452928,21315452928,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,504,structural,20.4155,0.0,0.0,0.0,0,1,1,1,201,457,457,457,35928711168,35928711168,35928711168,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,505,multi-hop,35.8166,54.6387,36.7901,0.0,0,0,0,1,106,362,362,362,22543761408,22543761408,22543761408,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,506,multi-hop,35.6216,0.0,0.0,20.3049,0,1,1,0,111,367,367,367,23170818048,23170818048,23170818048,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,507,multi-hop,45.6363,54.3895,26.4561,0.0,0,0,0,1,11,267,267,267,12263989248,12263989248,12263989248,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,508,structural,22.4519,0.0,0.0,0.0,0,1,1,1,34,290,290,290,14467891200,14467891200,14467891200,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,509,structural,20.2144,0.0,39.6288,0.0,0,1,0,1,46,302,302,302,15690006528,15690006528,15690006528,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,510,semantic,19.6048,0.0,0.0,0.0,0,1,1,1,110,366,366,366,23044718592,23044718592,23044718592,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,511,structural,36.4935,0.0,0.0,0.0,0,1,1,1,90,346,346,346,20594982912,20594982912,20594982912,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,512,multi-hop,24.2812,53.1483,0.0,0.0,0,0,1,1,17,273,273,273,12821372928,12821372928,12821372928,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,513,multi-hop,19.3425,0.0,0.0,0.0,0,1,1,1,122,378,378,378,24580620288,24580620288,24580620288,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,514,multi-hop,43.2276,19.7203,0.0,0.0,0,0,1,1,91,347,347,347,20714201088,20714201088,20714201088,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,515,structural,27.4335,32.5115,0.0,0.0,0,0,1,1,121,377,377,377,24450736128,24450736128,24450736128,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-1.5B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,MultiFieldQA-en,10,16,516,multi-hop,21.1965,0.0,0.0,23.16,0,1,1,0,55,311,311,311,16639107072,16639107072,16639107072,5.533,0.022,0.9,0.1,0.35,0.65,0.35,0.65
