model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,adaptive_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,adp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,adaptive_n_tokens,flops_saved_cosine,flops_saved_graph,flops_saved_adaptive,embed_time_s,graph_build_time_s,adp_alpha_semantic,adp_beta_semantic,adp_alpha_structural,adp_beta_structural,adp_alpha_multihop,adp_beta_multihop
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,80,structural,56.7362,62.3344,0.0,0.0,0,0,1,1,96,352,352,352,36540776448,36540776448,36540776448,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,81,multi-hop,34.7122,0.0,0.0,0.0,0,1,1,1,125,381,381,381,42809720832,42809720832,42809720832,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,82,multi-hop,60.0965,62.387,61.7751,0.0,0,0,0,1,23,279,279,279,22956244992,22956244992,22956244992,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,83,structural,56.8543,60.1452,28.243,31.9983,0,0,0,0,111,367,367,367,39721402368,39721402368,39721402368,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,84,semantic,35.9716,0.0,0.0,0.0,0,1,1,1,52,308,308,308,27976531968,27976531968,27976531968,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,85,semantic,45.8431,0.0,0.0,0.0,0,1,1,1,85,341,341,341,34292662272,34292662272,34292662272,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,86,multi-hop,40.2894,0.0,0.0,41.3934,0,1,1,0,103,359,359,359,38008553472,38008553472,38008553472,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,87,multi-hop,47.0791,0.0,39.6109,27.5558,0,1,0,0,24,280,280,280,23121100800,23121100800,23121100800,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,88,multi-hop,36.6007,40.6853,29.7526,0.0,0,0,0,1,94,350,350,350,36126720000,36126720000,36126720000,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
Qwen/Qwen2.5-3B-Instruct,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,7,16,89,multi-hop,50.9567,0.0,0.0,0.0,0,1,1,1,62,318,318,318,29822681088,29822681088,29822681088,5.71,0.027,0.9,0.1,0.35,0.65,0.35,0.65
