model_name,gpu_name,seed,dataset,config_k,config_cap,run,type,cold_ms,cosine_ms,graph_ms,lru_sim_hit,cos_sim_hit,grp_sim_hit,cold_n_tokens,cosine_n_tokens,graph_n_tokens,flops_saved_cosine,flops_saved_graph,embed_time_s,graph_build_time_s
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,223,multi-hop,63.2982,0.0,0.0,0,1,1,48,304,304,48452599808,48452599808,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,224,multi-hop,42.304,37.5601,0.0,0,0,1,114,370,370,71775027200,71775027200,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,225,structural,40.6022,57.4046,0.0,0,0,1,85,341,341,60964732928,60964732928,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,226,semantic,31.878,0.0,62.2195,0,1,0,120,376,376,74121740288,74121740288,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,227,semantic,0.0,0.0,0.0,1,1,1,83,339,339,60251701248,60251701248,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,228,structural,46.9752,71.4295,76.4737,0,0,0,42,298,298,46558871552,46558871552,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,229,multi-hop,55.4811,0.0,0.0,0,1,1,40,296,296,45936017408,45936017408,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,230,structural,50.4287,42.4096,0.0,0,0,1,77,333,333,58137772032,58137772032,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,231,semantic,82.8173,0.0,0.0,0,1,1,102,358,358,67194847232,67194847232,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,232,structural,47.383,52.8914,36.6474,0,0,0,3,55,68,1585971200,2424307712,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,233,structural,41.7468,0.0,0.0,0,1,1,95,351,351,64592805888,64592805888,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,234,semantic,49.3805,0.0,0.0,0,1,1,2,37,58,717750272,1763704832,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,235,multi-hop,0.0,0.0,0.0,1,1,1,83,339,339,60251701248,60251701248,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,236,multi-hop,52.4023,0.0,0.0,0,1,1,140,396,396,82216747008,82216747008,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,237,structural,51.2801,0.0,0.0,0,1,1,100,356,356,66446163968,66446163968,7.372,0.024
google/gemma-3-1b-it,NVIDIA GeForce RTX 5060 Ti,42,2WikiMultiHopQA,14,16,238,multi-hop,65.351,0.0,49.3856,0,1,0,53,309,309,50059542528,50059542528,7.372,0.024
