split,m,k,policy,query_type,events,prediction_recall,candidate_coverage,mean_target_rank,median_target_rank,mean_candidate_universe,online_update_rate
test,10,10,online,semantic,150,0.9,0.9666666666666668,8.675862068965516,5.0,65.49333333333334,0.0666666666666666
test,10,10,online,structural,150,0.92,0.9733333333333334,5.1506849315068495,3.0,67.42,0.0533333333333333
test,10,10,semantic_only,all,600,0.805,0.8316666666666667,3.85370741482966,3.0,12.831666666666669,0.0
test,10,10,semantic_only,multi-hop,300,0.84,0.8633333333333333,4.111969111969112,3.0,12.74,0.0
test,10,10,semantic_only,semantic,150,0.86,0.8666666666666667,2.5923076923076924,2.0,12.693333333333332,0.0
test,10,10,semantic_only,structural,150,0.68,0.7333333333333333,4.736363636363636,4.0,13.153333333333334,0.0
test,10,10,structure,all,600,0.8316666666666667,0.8416666666666667,3.766336633663366,4.0,12.981666666666667,0.0
test,10,10,structure,multi-hop,300,0.8633333333333333,0.8633333333333333,3.833976833976834,4.0,12.88,0.0
test,10,10,structure,semantic,150,0.8666666666666667,0.8666666666666667,3.5846153846153848,4.0,12.846666666666666,0.0
test,10,10,structure,structural,150,0.7333333333333333,0.7733333333333333,3.818965517241379,3.0,13.32,0.0
test,10,10,two_hop,all,600,0.8833333333333333,0.9766666666666668,8.143344709897612,4.0,64.95666666666666,0.0
test,10,10,two_hop,multi-hop,300,0.91,0.9833333333333332,7.027118644067796,4.0,63.45666666666666,0.0
test,10,10,two_hop,semantic,150,0.8733333333333333,0.9666666666666668,7.958620689655173,5.0,65.49333333333334,0.0
test,10,10,two_hop,structural,150,0.84,0.9733333333333334,10.582191780821915,3.0,67.42,0.0
test,10,16,cosine,all,600,0.8533333333333334,1.0,24.826666666666668,4.0,1222.0,0.0
test,10,16,cosine,multi-hop,300,0.8833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,10,16,cosine,semantic,150,0.9,1.0,8.553333333333333,3.0,1222.0,0.0
test,10,16,cosine,structural,150,0.7466666666666667,1.0,48.986666666666665,6.0,1222.0,0.0
test,10,16,offline,all,600,0.9533333333333334,0.9766666666666668,5.544368600682594,4.0,64.95666666666666,0.0
test,10,16,offline,multi-hop,300,0.98,0.9833333333333332,4.511864406779661,4.0,63.45666666666666,0.0
test,10,16,offline,semantic,150,0.9066666666666666,0.9666666666666668,9.06206896551724,5.0,65.49333333333334,0.0
test,10,16,offline,structural,150,0.9466666666666668,0.9733333333333334,4.136986301369863,3.0,67.42,0.0
test,10,16,online,all,600,0.9333333333333332,0.9766666666666668,6.933447098976109,4.0,64.95666666666666,0.0433333333333333
test,10,16,online,multi-hop,300,0.96,0.9833333333333332,6.016949152542373,4.0,63.45666666666666,0.0233333333333333
test,10,16,online,semantic,150,0.9,0.9666666666666668,8.406896551724138,5.0,65.49333333333334,0.0666666666666666
test,10,16,online,structural,150,0.9133333333333332,0.9733333333333334,7.321917808219178,3.0,67.42,0.06
test,10,16,semantic_only,all,600,0.83,0.8316666666666667,3.85370741482966,3.0,12.831666666666669,0.0
test,10,16,semantic_only,multi-hop,300,0.8633333333333333,0.8633333333333333,4.111969111969112,3.0,12.74,0.0
test,10,16,semantic_only,semantic,150,0.8666666666666667,0.8666666666666667,2.5923076923076924,2.0,12.693333333333332,0.0
test,10,16,semantic_only,structural,150,0.7266666666666667,0.7333333333333333,4.736363636363636,4.0,13.153333333333334,0.0
test,10,16,structure,all,600,0.8416666666666667,0.8416666666666667,3.766336633663366,4.0,12.981666666666667,0.0
test,10,16,structure,multi-hop,300,0.8633333333333333,0.8633333333333333,3.833976833976834,4.0,12.88,0.0
test,10,16,structure,semantic,150,0.8666666666666667,0.8666666666666667,3.5846153846153848,4.0,12.846666666666666,0.0
test,10,16,structure,structural,150,0.7733333333333333,0.7733333333333333,3.818965517241379,3.0,13.32,0.0
test,10,16,two_hop,all,600,0.9166666666666666,0.9766666666666668,8.143344709897612,4.0,64.95666666666666,0.0
test,10,16,two_hop,multi-hop,300,0.9433333333333334,0.9833333333333332,7.027118644067796,4.0,63.45666666666666,0.0
test,10,16,two_hop,semantic,150,0.8933333333333333,0.9666666666666668,7.958620689655173,5.0,65.49333333333334,0.0
test,10,16,two_hop,structural,150,0.8866666666666667,0.9733333333333334,10.582191780821915,3.0,67.42,0.0
test,15,6,cosine,all,600,0.685,1.0,24.826666666666668,4.0,1222.0,0.0
test,15,6,cosine,multi-hop,300,0.6833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,15,6,cosine,semantic,150,0.8466666666666667,1.0,8.553333333333333,3.0,1222.0,0.0
test,15,6,cosine,structural,150,0.5266666666666666,1.0,48.986666666666665,6.0,1222.0,0.0
test,15,6,offline,all,600,0.8,0.9833333333333332,5.816949152542373,4.0,133.36333333333334,0.0
test,15,6,offline,multi-hop,300,0.8333333333333334,0.9833333333333332,4.389830508474576,4.0,130.18333333333334,0.0
test,15,6,offline,semantic,150,0.6466666666666666,0.98,10.054421768707485,6.0,135.91333333333333,0.0
test,15,6,offline,structural,150,0.8866666666666667,0.9866666666666668,4.452702702702703,3.0,137.17333333333335,0.0
test,15,6,online,all,600,0.77,0.9833333333333332,6.9932203389830505,4.0,133.36333333333334,0.2133333333333333
test,15,6,online,multi-hop,300,0.8066666666666666,0.9833333333333332,5.240677966101695,4.0,130.18333333333334,0.1766666666666666
test,15,6,online,semantic,150,0.68,0.98,9.346938775510203,5.0,135.91333333333333,0.3
test,15,6,online,structural,150,0.7866666666666666,0.9866666666666668,8.14864864864865,3.0,137.17333333333335,0.2
test,15,6,semantic_only,all,600,0.685,0.8666666666666667,4.382692307692308,3.0,19.39666666666667,0.0
test,15,6,semantic_only,multi-hop,300,0.6833333333333333,0.8966666666666666,4.602230483271375,3.0,19.126666666666665,0.0
test,15,6,semantic_only,semantic,150,0.8466666666666667,0.8933333333333333,2.9328358208955225,2.0,19.58,0.0
test,15,6,semantic_only,structural,150,0.5266666666666666,0.78,5.538461538461538,4.0,19.75333333333333,0.0
test,15,6,structure,all,600,0.8016666666666666,0.8716666666666667,3.8489483747609934,4.0,19.5,0.0
test,15,6,structure,multi-hop,300,0.83,0.8966666666666666,3.9442379182156135,4.0,19.236666666666668,0.0
test,15,6,structure,semantic,150,0.8733333333333333,0.8933333333333333,3.649253731343284,4.0,19.7,0.0
test,15,6,structure,structural,150,0.6733333333333333,0.8,3.858333333333333,3.0,19.826666666666668,0.0
test,15,6,two_hop,all,600,0.7483333333333333,0.9833333333333332,9.479661016949152,4.0,133.36333333333334,0.0
test,15,6,two_hop,multi-hop,300,0.7633333333333333,0.9833333333333332,7.261016949152542,4.0,130.18333333333334,0.0
test,15,6,two_hop,semantic,150,0.72,0.98,9.36734693877551,5.0,135.91333333333333,0.0
test,15,6,two_hop,structural,150,0.7466666666666667,0.9866666666666668,14.013513513513514,3.0,137.17333333333335,0.0
test,15,10,cosine,all,600,0.805,1.0,24.826666666666668,4.0,1222.0,0.0
test,15,10,cosine,multi-hop,300,0.84,1.0,20.883333333333333,4.0,1222.0,0.0
test,15,10,cosine,semantic,150,0.86,1.0,8.553333333333333,3.0,1222.0,0.0
test,15,10,cosine,structural,150,0.68,1.0,48.986666666666665,6.0,1222.0,0.0
test,15,10,offline,all,600,0.9516666666666668,0.9833333333333332,5.816949152542373,4.0,133.36333333333334,0.0
test,15,10,offline,multi-hop,300,0.97,0.9833333333333332,4.389830508474576,4.0,130.18333333333334,0.0
test,15,10,offline,semantic,150,0.92,0.98,10.054421768707485,6.0,135.91333333333333,0.0
test,15,10,offline,structural,150,0.9466666666666668,0.9866666666666668,4.452702702702703,3.0,137.17333333333335,0.0
test,15,10,online,all,600,0.95,0.9833333333333332,5.784745762711864,4.0,133.36333333333334,0.0333333333333333
test,15,10,online,multi-hop,300,0.9666666666666668,0.9833333333333332,4.389830508474576,4.0,130.18333333333334,0.0166666666666666
test,15,10,online,semantic,150,0.92,0.98,9.850340136054422,5.0,135.91333333333333,0.06
test,15,10,online,structural,150,0.9466666666666668,0.9866666666666668,4.527027027027027,3.0,137.17333333333335,0.04
test,15,10,semantic_only,all,600,0.805,0.8666666666666667,4.382692307692308,3.0,19.39666666666667,0.0
test,15,10,semantic_only,multi-hop,300,0.84,0.8966666666666666,4.602230483271375,3.0,19.126666666666665,0.0
test,15,10,semantic_only,semantic,150,0.86,0.8933333333333333,2.9328358208955225,2.0,19.58,0.0
test,15,10,semantic_only,structural,150,0.68,0.78,5.538461538461538,4.0,19.75333333333333,0.0
test,15,10,structure,all,600,0.8666666666666667,0.8716666666666667,3.8489483747609934,4.0,19.5,0.0
test,15,10,structure,multi-hop,300,0.8966666666666666,0.8966666666666666,3.9442379182156135,4.0,19.236666666666668,0.0
test,15,10,structure,semantic,150,0.8933333333333333,0.8933333333333333,3.649253731343284,4.0,19.7,0.0
test,15,10,structure,structural,150,0.78,0.8,3.858333333333333,3.0,19.826666666666668,0.0
test,15,10,two_hop,all,600,0.8916666666666667,0.9833333333333332,9.479661016949152,4.0,133.36333333333334,0.0
test,15,10,two_hop,multi-hop,300,0.9133333333333332,0.9833333333333332,7.261016949152542,4.0,130.18333333333334,0.0
test,15,10,two_hop,semantic,150,0.8733333333333333,0.98,9.36734693877551,5.0,135.91333333333333,0.0
test,15,10,two_hop,structural,150,0.8666666666666667,0.9866666666666668,14.013513513513514,3.0,137.17333333333335,0.0
test,15,16,cosine,all,600,0.8533333333333334,1.0,24.826666666666668,4.0,1222.0,0.0
test,15,16,cosine,multi-hop,300,0.8833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,15,16,cosine,semantic,150,0.9,1.0,8.553333333333333,3.0,1222.0,0.0
test,15,16,cosine,structural,150,0.7466666666666667,1.0,48.986666666666665,6.0,1222.0,0.0
test,15,16,offline,all,600,0.9716666666666668,0.9833333333333332,5.816949152542373,4.0,133.36333333333334,0.0
test,15,16,offline,multi-hop,300,0.9833333333333332,0.9833333333333332,4.389830508474576,4.0,130.18333333333334,0.0
test,15,16,offline,semantic,150,0.94,0.98,10.054421768707485,6.0,135.91333333333333,0.0
test,15,16,offline,structural,150,0.98,0.9866666666666668,4.452702702702703,3.0,137.17333333333335,0.0
test,15,16,online,all,600,0.9716666666666668,0.9833333333333332,5.801694915254237,4.0,133.36333333333334,0.0116666666666666
test,15,16,online,multi-hop,300,0.9833333333333332,0.9833333333333332,4.379661016949153,4.0,130.18333333333334,0.0
test,15,16,online,semantic,150,0.94,0.98,9.993197278911564,5.0,135.91333333333333,0.04
test,15,16,online,structural,150,0.98,0.9866666666666668,4.472972972972973,3.0,137.17333333333335,0.0066666666666666
test,15,16,semantic_only,all,600,0.85,0.8666666666666667,4.382692307692308,3.0,19.39666666666667,0.0
test,15,16,semantic_only,multi-hop,300,0.88,0.8966666666666666,4.602230483271375,3.0,19.126666666666665,0.0
test,15,16,semantic_only,semantic,150,0.8933333333333333,0.8933333333333333,2.9328358208955225,2.0,19.58,0.0
test,15,16,semantic_only,structural,150,0.7466666666666667,0.78,5.538461538461538,4.0,19.75333333333333,0.0
test,15,16,structure,all,600,0.8683333333333333,0.8716666666666667,3.8489483747609934,4.0,19.5,0.0
test,15,16,structure,multi-hop,300,0.8966666666666666,0.8966666666666666,3.9442379182156135,4.0,19.236666666666668,0.0
test,15,16,structure,semantic,150,0.8933333333333333,0.8933333333333333,3.649253731343284,4.0,19.7,0.0
test,15,16,structure,structural,150,0.7866666666666666,0.8,3.858333333333333,3.0,19.826666666666668,0.0
test,15,16,two_hop,all,600,0.9216666666666666,0.9833333333333332,9.479661016949152,4.0,133.36333333333334,0.0
test,15,16,two_hop,multi-hop,300,0.9433333333333334,0.9833333333333332,7.261016949152542,4.0,130.18333333333334,0.0
test,15,16,two_hop,semantic,150,0.9066666666666666,0.98,9.36734693877551,5.0,135.91333333333333,0.0
test,15,16,two_hop,structural,150,0.8933333333333333,0.9866666666666668,14.013513513513514,3.0,137.17333333333335,0.0
test,20,6,cosine,all,600,0.685,1.0,24.826666666666668,4.0,1222.0,0.0
test,20,6,cosine,multi-hop,300,0.6833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,20,6,cosine,semantic,150,0.8466666666666667,1.0,8.553333333333333,3.0,1222.0,0.0
test,20,6,cosine,structural,150,0.5266666666666666,1.0,48.986666666666665,6.0,1222.0,0.0
test,20,6,offline,all,600,0.7933333333333333,0.9833333333333332,5.9271186440677965,4.0,208.9033333333333,0.0
test,20,6,offline,multi-hop,300,0.82,0.9833333333333332,4.423728813559322,4.0,206.75,0.0
test,20,6,offline,semantic,150,0.64,0.98,11.29251700680272,6.0,209.38666666666663,0.0
test,20,6,offline,structural,150,0.8933333333333333,0.9866666666666668,3.5945945945945947,3.0,212.72666666666663,0.0
test,20,6,online,all,600,0.7583333333333333,0.9833333333333332,7.062711864406779,4.0,208.9033333333333,0.225
test,20,6,online,multi-hop,300,0.7866666666666666,0.9833333333333332,5.359322033898305,4.0,206.75,0.1966666666666666
test,20,6,online,semantic,150,0.6733333333333333,0.98,10.374149659863946,5.0,209.38666666666663,0.3066666666666666
test,20,6,online,structural,150,0.7866666666666666,0.9866666666666668,7.168918918918919,3.0,212.72666666666663,0.2
test,20,6,semantic_only,all,600,0.685,0.885,4.736346516007533,3.0,26.03,0.0
test,20,6,semantic_only,multi-hop,300,0.6833333333333333,0.9066666666666666,4.841911764705882,3.0,25.87333333333333,0.0
test,20,6,semantic_only,semantic,150,0.8466666666666667,0.9133333333333332,3.248175182481752,2.0,26.126666666666665,0.0
test,20,6,semantic_only,structural,150,0.5266666666666666,0.8133333333333334,6.172131147540983,4.0,26.246666666666663,0.0
test,20,6,structure,all,600,0.8066666666666666,0.8883333333333333,3.924953095684803,4.0,26.121666666666663,0.0
test,20,6,structure,multi-hop,300,0.8333333333333334,0.9066666666666666,3.981617647058824,4.0,25.966666666666665,0.0
test,20,6,structure,semantic,150,0.88,0.9133333333333332,3.708029197080292,4.0,26.246666666666663,0.0
test,20,6,structure,structural,150,0.68,0.8266666666666667,4.040322580645161,3.0,26.30666666666667,0.0
test,20,6,two_hop,all,600,0.7483333333333333,0.9833333333333332,10.6,4.0,208.9033333333333,0.0
test,20,6,two_hop,multi-hop,300,0.76,0.9833333333333332,7.932203389830509,4.0,206.75,0.0
test,20,6,two_hop,semantic,150,0.72,0.98,10.374149659863946,5.0,209.38666666666663,0.0
test,20,6,two_hop,structural,150,0.7533333333333333,0.9866666666666668,16.14189189189189,3.0,212.72666666666663,0.0
test,20,10,cosine,all,600,0.805,1.0,24.826666666666668,4.0,1222.0,0.0
test,20,10,cosine,multi-hop,300,0.84,1.0,20.883333333333333,4.0,1222.0,0.0
test,20,10,cosine,semantic,150,0.86,1.0,8.553333333333333,3.0,1222.0,0.0
test,20,10,cosine,structural,150,0.68,1.0,48.986666666666665,6.0,1222.0,0.0
test,20,10,offline,all,600,0.9533333333333334,0.9833333333333332,5.9271186440677965,4.0,208.9033333333333,0.0
test,20,10,offline,multi-hop,300,0.97,0.9833333333333332,4.423728813559322,4.0,206.75,0.0
test,20,10,offline,semantic,150,0.9066666666666666,0.98,11.29251700680272,6.0,209.38666666666663,0.0
test,20,10,offline,structural,150,0.9666666666666668,0.9866666666666668,3.5945945945945947,3.0,212.72666666666663,0.0
test,20,10,online,all,600,0.9516666666666668,0.9833333333333332,5.876271186440678,4.0,208.9033333333333,0.0316666666666666
test,20,10,online,multi-hop,300,0.9666666666666668,0.9833333333333332,4.420338983050847,4.0,206.75,0.0166666666666666
test,20,10,online,semantic,150,0.9066666666666666,0.98,11.034013605442176,5.0,209.38666666666663,0.0733333333333333
test,20,10,online,structural,150,0.9666666666666668,0.9866666666666668,3.655405405405405,3.0,212.72666666666663,0.02
test,20,10,semantic_only,all,600,0.805,0.885,4.736346516007533,3.0,26.03,0.0
test,20,10,semantic_only,multi-hop,300,0.84,0.9066666666666666,4.841911764705882,3.0,25.87333333333333,0.0
test,20,10,semantic_only,semantic,150,0.86,0.9133333333333332,3.248175182481752,2.0,26.126666666666665,0.0
test,20,10,semantic_only,structural,150,0.68,0.8133333333333334,6.172131147540983,4.0,26.246666666666663,0.0
test,20,10,structure,all,600,0.88,0.8883333333333333,3.924953095684803,4.0,26.121666666666663,0.0
test,20,10,structure,multi-hop,300,0.9066666666666666,0.9066666666666666,3.981617647058824,4.0,25.966666666666665,0.0
test,20,10,structure,semantic,150,0.9133333333333332,0.9133333333333332,3.708029197080292,4.0,26.246666666666663,0.0
test,20,10,structure,structural,150,0.7933333333333333,0.8266666666666667,4.040322580645161,3.0,26.30666666666667,0.0
test,20,10,two_hop,all,600,0.895,0.9833333333333332,10.6,4.0,208.9033333333333,0.0
test,20,10,two_hop,multi-hop,300,0.9166666666666666,0.9833333333333332,7.932203389830509,4.0,206.75,0.0
test,20,10,two_hop,semantic,150,0.8733333333333333,0.98,10.374149659863946,5.0,209.38666666666663,0.0
test,20,10,two_hop,structural,150,0.8733333333333333,0.9866666666666668,16.14189189189189,3.0,212.72666666666663,0.0
test,20,16,cosine,all,600,0.8533333333333334,1.0,24.826666666666668,4.0,1222.0,0.0
test,20,16,cosine,multi-hop,300,0.8833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,20,16,cosine,semantic,150,0.9,1.0,8.553333333333333,3.0,1222.0,0.0
test,20,16,cosine,structural,150,0.7466666666666667,1.0,48.986666666666665,6.0,1222.0,0.0
test,20,16,offline,all,600,0.9733333333333334,0.9833333333333332,5.9271186440677965,4.0,208.9033333333333,0.0
test,20,16,offline,multi-hop,300,0.9833333333333332,0.9833333333333332,4.423728813559322,4.0,206.75,0.0
test,20,16,offline,semantic,150,0.94,0.98,11.29251700680272,6.0,209.38666666666663,0.0
test,20,16,offline,structural,150,0.9866666666666668,0.9866666666666668,3.5945945945945947,3.0,212.72666666666663,0.0
test,20,16,online,all,600,0.9733333333333334,0.9833333333333332,5.913559322033898,4.0,208.9033333333333,0.01
test,20,16,online,multi-hop,300,0.9833333333333332,0.9833333333333332,4.416949152542373,4.0,206.75,0.0
test,20,16,online,semantic,150,0.94,0.98,11.238095238095235,5.0,209.38666666666663,0.04
test,20,16,online,structural,150,0.9866666666666668,0.9866666666666668,3.608108108108108,3.0,212.72666666666663,0.0
test,20,16,semantic_only,all,600,0.8533333333333334,0.885,4.736346516007533,3.0,26.03,0.0
test,20,16,semantic_only,multi-hop,300,0.8833333333333333,0.9066666666666666,4.841911764705882,3.0,25.87333333333333,0.0
test,20,16,semantic_only,semantic,150,0.9,0.9133333333333332,3.248175182481752,2.0,26.126666666666665,0.0
test,20,16,semantic_only,structural,150,0.7466666666666667,0.8133333333333334,6.172131147540983,4.0,26.246666666666663,0.0
test,20,16,structure,all,600,0.885,0.8883333333333333,3.924953095684803,4.0,26.121666666666663,0.0
test,20,16,structure,multi-hop,300,0.9066666666666666,0.9066666666666666,3.981617647058824,4.0,25.966666666666665,0.0
test,20,16,structure,semantic,150,0.9133333333333332,0.9133333333333332,3.708029197080292,4.0,26.246666666666663,0.0
test,20,16,structure,structural,150,0.8133333333333334,0.8266666666666667,4.040322580645161,3.0,26.30666666666667,0.0
test,20,16,two_hop,all,600,0.925,0.9833333333333332,10.6,4.0,208.9033333333333,0.0
test,20,16,two_hop,multi-hop,300,0.9466666666666668,0.9833333333333332,7.932203389830509,4.0,206.75,0.0
test,20,16,two_hop,semantic,150,0.8933333333333333,0.98,10.374149659863946,5.0,209.38666666666663,0.0
test,20,16,two_hop,structural,150,0.9133333333333332,0.9866666666666668,16.14189189189189,3.0,212.72666666666663,0.0
test,25,6,cosine,all,600,0.685,1.0,24.826666666666668,4.0,1222.0,0.0
test,25,6,cosine,multi-hop,300,0.6833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,25,6,cosine,semantic,150,0.8466666666666667,1.0,8.553333333333333,3.0,1222.0,0.0
test,25,6,cosine,structural,150,0.5266666666666666,1.0,48.986666666666665,6.0,1222.0,0.0
test,25,6,offline,all,600,0.8083333333333333,0.99,5.81986531986532,4.0,292.985,0.0
test,25,6,offline,multi-hop,300,0.83,0.99,5.454545454545454,4.0,290.93333333333334,0.0
test,25,6,offline,semantic,150,0.6666666666666666,0.9866666666666668,7.95945945945946,5.0,293.78,0.0
test,25,6,offline,structural,150,0.9066666666666666,0.9933333333333332,4.422818791946309,3.0,296.2933333333333,0.0
test,25,6,online,all,600,0.7816666666666666,0.99,6.41919191919192,4.0,292.985,0.2083333333333333
test,25,6,online,multi-hop,300,0.81,0.99,5.777777777777778,4.0,290.93333333333334,0.18
test,25,6,online,semantic,150,0.7,0.9866666666666668,7.25,5.0,293.78,0.2866666666666667
test,25,6,online,structural,150,0.8066666666666666,0.9933333333333332,6.87248322147651,3.0,296.2933333333333,0.1866666666666666
test,25,6,semantic_only,all,600,0.685,0.8916666666666667,4.945794392523364,3.0,32.803333333333335,0.0
test,25,6,semantic_only,multi-hop,300,0.6833333333333333,0.92,5.221014492753623,3.0,32.63666666666666,0.0
test,25,6,semantic_only,semantic,150,0.8466666666666667,0.9133333333333332,3.248175182481752,2.0,32.92,0.0
test,25,6,semantic_only,structural,150,0.5266666666666666,0.8133333333333334,6.229508196721311,4.0,33.02,0.0
test,25,6,structure,all,600,0.8083333333333333,0.895,3.97951582867784,4.0,32.88166666666667,0.0
test,25,6,structure,multi-hop,300,0.8366666666666667,0.92,4.036231884057971,4.0,32.72,0.0
test,25,6,structure,semantic,150,0.88,0.9133333333333332,3.7226277372262775,4.0,33.02,0.0
test,25,6,structure,structural,150,0.68,0.8266666666666667,4.137096774193548,3.0,33.06666666666667,0.0
test,25,6,two_hop,all,600,0.755,0.99,10.828282828282829,4.0,292.985,0.0
test,25,6,two_hop,multi-hop,300,0.7633333333333333,0.99,8.2996632996633,4.0,290.93333333333334,0.0
test,25,6,two_hop,semantic,150,0.72,0.9866666666666668,7.736486486486487,5.0,293.78,0.0
test,25,6,two_hop,structural,150,0.7733333333333333,0.9933333333333332,18.93959731543624,3.0,296.2933333333333,0.0
test,25,10,cosine,all,600,0.805,1.0,24.826666666666668,4.0,1222.0,0.0
test,25,10,cosine,multi-hop,300,0.84,1.0,20.883333333333333,4.0,1222.0,0.0
test,25,10,cosine,semantic,150,0.86,1.0,8.553333333333333,3.0,1222.0,0.0
test,25,10,cosine,structural,150,0.68,1.0,48.986666666666665,6.0,1222.0,0.0
test,25,10,offline,all,600,0.965,0.99,5.81986531986532,4.0,292.985,0.0
test,25,10,offline,multi-hop,300,0.97,0.99,5.454545454545454,4.0,290.93333333333334,0.0
test,25,10,offline,semantic,150,0.94,0.9866666666666668,7.95945945945946,5.0,293.78,0.0
test,25,10,offline,structural,150,0.98,0.9933333333333332,4.422818791946309,3.0,296.2933333333333,0.0
test,25,10,online,all,600,0.965,0.99,5.774410774410774,4.0,292.985,0.025
test,25,10,online,multi-hop,300,0.97,0.99,5.414141414141414,4.0,290.93333333333334,0.02
test,25,10,online,semantic,150,0.94,0.9866666666666668,7.804054054054054,5.0,293.78,0.0466666666666666
test,25,10,online,structural,150,0.98,0.9933333333333332,4.476510067114094,3.0,296.2933333333333,0.0133333333333333
test,25,10,semantic_only,all,600,0.805,0.8916666666666667,4.945794392523364,3.0,32.803333333333335,0.0
test,25,10,semantic_only,multi-hop,300,0.84,0.92,5.221014492753623,3.0,32.63666666666666,0.0
test,25,10,semantic_only,semantic,150,0.86,0.9133333333333332,3.248175182481752,2.0,32.92,0.0
test,25,10,semantic_only,structural,150,0.68,0.8133333333333334,6.229508196721311,4.0,33.02,0.0
test,25,10,structure,all,600,0.8866666666666667,0.895,3.97951582867784,4.0,32.88166666666667,0.0
test,25,10,structure,multi-hop,300,0.92,0.92,4.036231884057971,4.0,32.72,0.0
test,25,10,structure,semantic,150,0.9133333333333332,0.9133333333333332,3.7226277372262775,4.0,33.02,0.0
test,25,10,structure,structural,150,0.7933333333333333,0.8266666666666667,4.137096774193548,3.0,33.06666666666667,0.0
test,25,10,two_hop,all,600,0.905,0.99,10.828282828282829,4.0,292.985,0.0
test,25,10,two_hop,multi-hop,300,0.9266666666666666,0.99,8.2996632996633,4.0,290.93333333333334,0.0
test,25,10,two_hop,semantic,150,0.8733333333333333,0.9866666666666668,7.736486486486487,5.0,293.78,0.0
test,25,10,two_hop,structural,150,0.8933333333333333,0.9933333333333332,18.93959731543624,3.0,296.2933333333333,0.0
test,25,16,cosine,all,600,0.8533333333333334,1.0,24.826666666666668,4.0,1222.0,0.0
test,25,16,cosine,multi-hop,300,0.8833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,25,16,cosine,semantic,150,0.9,1.0,8.553333333333333,3.0,1222.0,0.0
test,25,16,cosine,structural,150,0.7466666666666667,1.0,48.986666666666665,6.0,1222.0,0.0
test,25,16,offline,all,600,0.98,0.99,5.81986531986532,4.0,292.985,0.0
test,25,16,offline,multi-hop,300,0.9833333333333332,0.99,5.454545454545454,4.0,290.93333333333334,0.0
test,25,16,offline,semantic,150,0.9666666666666668,0.9866666666666668,7.95945945945946,5.0,293.78,0.0
test,25,16,offline,structural,150,0.9866666666666668,0.9933333333333332,4.422818791946309,3.0,296.2933333333333,0.0
test,25,16,online,all,600,0.98,0.99,5.808080808080808,4.0,292.985,0.01
test,25,16,online,multi-hop,300,0.9833333333333332,0.99,5.447811447811448,4.0,290.93333333333334,0.0066666666666666
test,25,16,online,semantic,150,0.9666666666666668,0.9866666666666668,7.905405405405405,5.0,293.78,0.02
test,25,16,online,structural,150,0.9866666666666668,0.9933333333333332,4.442953020134228,3.0,296.2933333333333,0.0066666666666666
test,25,16,semantic_only,all,600,0.8533333333333334,0.8916666666666667,4.945794392523364,3.0,32.803333333333335,0.0
test,25,16,semantic_only,multi-hop,300,0.8833333333333333,0.92,5.221014492753623,3.0,32.63666666666666,0.0
test,25,16,semantic_only,semantic,150,0.9,0.9133333333333332,3.248175182481752,2.0,32.92,0.0
test,25,16,semantic_only,structural,150,0.7466666666666667,0.8133333333333334,6.229508196721311,4.0,33.02,0.0
test,25,16,structure,all,600,0.8916666666666667,0.895,3.97951582867784,4.0,32.88166666666667,0.0
test,25,16,structure,multi-hop,300,0.92,0.92,4.036231884057971,4.0,32.72,0.0
test,25,16,structure,semantic,150,0.9133333333333332,0.9133333333333332,3.7226277372262775,4.0,33.02,0.0
test,25,16,structure,structural,150,0.8133333333333334,0.8266666666666667,4.137096774193548,3.0,33.06666666666667,0.0
test,25,16,two_hop,all,600,0.9316666666666666,0.99,10.828282828282829,4.0,292.985,0.0
test,25,16,two_hop,multi-hop,300,0.9566666666666668,0.99,8.2996632996633,4.0,290.93333333333334,0.0
test,25,16,two_hop,semantic,150,0.9,0.9866666666666668,7.736486486486487,5.0,293.78,0.0
test,25,16,two_hop,structural,150,0.9133333333333332,0.9933333333333332,18.93959731543624,3.0,296.2933333333333,0.0
test,30,6,cosine,all,600,0.685,1.0,24.826666666666668,4.0,1222.0,0.0
test,30,6,cosine,multi-hop,300,0.6833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,30,6,cosine,semantic,150,0.8466666666666667,1.0,8.553333333333333,3.0,1222.0,0.0
test,30,6,cosine,structural,150,0.5266666666666666,1.0,48.986666666666665,6.0,1222.0,0.0
test,30,6,offline,all,600,0.8066666666666666,0.9933333333333332,6.595637583892618,4.0,372.885,0.0
test,30,6,offline,multi-hop,300,0.83,0.9933333333333332,5.89261744966443,4.0,370.53333333333336,0.0
test,30,6,offline,semantic,150,0.6666666666666666,0.9933333333333332,10.060402684563758,5.0,373.62666666666667,0.0
test,30,6,offline,structural,150,0.9,0.9933333333333332,4.5369127516778525,3.0,376.8466666666667,0.0
test,30,6,online,all,600,0.7816666666666666,0.9933333333333332,7.605704697986577,4.0,372.885,0.2116666666666666
