split,m,k,policy,query_type,events,prediction_recall,candidate_coverage,mean_target_rank,median_target_rank,mean_candidate_universe,online_update_rate
dev,20,16,cosine,structural,150,0.84,1.0,24.32,4.0,1222.0,0.0
dev,20,16,offline,all,600,1.0,1.0,4.513333333333334,4.0,211.4333333333333,0.0
dev,20,16,offline,multi-hop,300,1.0,1.0,4.34,4.0,214.4833333333333,0.0
dev,20,16,offline,semantic,150,1.0,1.0,5.82,5.0,208.30666666666667,0.0
dev,20,16,offline,structural,150,1.0,1.0,3.553333333333333,3.0,208.46,0.0
dev,20,16,online,all,600,1.0,1.0,4.513333333333334,4.0,211.4333333333333,0.0
dev,20,16,online,multi-hop,300,1.0,1.0,4.34,4.0,214.4833333333333,0.0
dev,20,16,online,semantic,150,1.0,1.0,5.82,5.0,208.30666666666667,0.0
dev,20,16,online,structural,150,1.0,1.0,3.553333333333333,3.0,208.46,0.0
dev,20,16,semantic_only,all,600,0.9083333333333332,0.93,3.8960573476702502,3.0,25.935,0.0
dev,20,16,semantic_only,multi-hop,300,0.9066666666666666,0.93,4.064516129032258,3.0,25.88,0.0
dev,20,16,semantic_only,semantic,150,0.98,0.9866666666666668,2.5878378378378377,2.0,26.76,0.0
dev,20,16,semantic_only,structural,150,0.84,0.8733333333333333,5.015267175572519,3.0,25.22,0.0
dev,20,16,structure,all,600,0.9266666666666666,0.9316666666666666,3.649373881932021,3.0,26.031666666666663,0.0
dev,20,16,structure,multi-hop,300,0.9233333333333332,0.93,3.684587813620072,3.0,25.99333333333333,0.0
dev,20,16,structure,semantic,150,0.9866666666666668,0.9866666666666668,3.425675675675676,4.0,26.84,0.0
dev,20,16,structure,structural,150,0.8733333333333333,0.88,3.825757575757576,3.5,25.3,0.0
dev,20,16,two_hop,all,600,0.9733333333333334,1.0,5.411666666666667,4.0,211.4333333333333,0.0
dev,20,16,two_hop,multi-hop,300,0.97,1.0,5.77,4.0,214.4833333333333,0.0
dev,20,16,two_hop,semantic,150,0.9933333333333332,1.0,4.806666666666667,4.0,208.30666666666667,0.0
dev,20,16,two_hop,structural,150,0.96,1.0,5.3,4.0,208.46,0.0
dev,25,6,cosine,all,600,0.7833333333333333,1.0,13.755,3.0,1222.0,0.0
dev,25,6,cosine,multi-hop,300,0.77,1.0,13.59,3.0,1222.0,0.0
dev,25,6,cosine,semantic,150,0.9333333333333332,1.0,3.52,2.0,1222.0,0.0
dev,25,6,cosine,structural,150,0.66,1.0,24.32,4.0,1222.0,0.0
dev,25,6,offline,all,600,0.8083333333333333,1.0,4.501666666666667,4.0,291.9033333333333,0.0
dev,25,6,offline,multi-hop,300,0.8266666666666667,1.0,4.34,4.0,295.7866666666667,0.0
dev,25,6,offline,semantic,150,0.6733333333333333,1.0,5.82,5.0,287.48,0.0
dev,25,6,offline,structural,150,0.9066666666666666,1.0,3.506666666666667,3.0,288.56,0.0
dev,25,6,online,all,600,0.805,1.0,4.6866666666666665,4.0,291.9033333333333,0.195
dev,25,6,online,multi-hop,300,0.81,1.0,4.76,4.0,295.7866666666667,0.19
dev,25,6,online,semantic,150,0.7466666666666667,1.0,5.293333333333333,5.0,287.48,0.2533333333333333
dev,25,6,online,structural,150,0.8533333333333334,1.0,3.933333333333333,3.0,288.56,0.1466666666666666
dev,25,6,semantic_only,all,600,0.7833333333333333,0.9333333333333332,3.992857142857143,3.0,32.08833333333333,0.0
dev,25,6,semantic_only,multi-hop,300,0.77,0.9366666666666666,4.231316725978648,3.0,32.13666666666666,0.0
dev,25,6,semantic_only,semantic,150,0.9333333333333332,0.9866666666666668,2.5878378378378377,2.0,32.88,0.0
dev,25,6,semantic_only,structural,150,0.66,0.8733333333333333,5.068702290076335,3.0,31.2,0.0
dev,25,6,structure,all,600,0.8733333333333333,0.935,3.6737967914438494,3.0,32.163333333333334,0.0
dev,25,6,structure,multi-hop,300,0.8633333333333333,0.9366666666666666,3.715302491103203,3.0,32.233333333333334,0.0
dev,25,6,structure,semantic,150,0.98,0.9866666666666668,3.425675675675676,4.0,32.92666666666667,0.0
dev,25,6,structure,structural,150,0.7866666666666666,0.88,3.863636363636364,3.5,31.26,0.0
dev,25,6,two_hop,all,600,0.7816666666666666,1.0,5.32,4.0,291.9033333333333,0.0
dev,25,6,two_hop,multi-hop,300,0.7866666666666666,1.0,5.733333333333333,4.0,295.7866666666667,0.0
dev,25,6,two_hop,semantic,150,0.8,1.0,4.806666666666667,4.0,287.48,0.0
dev,25,6,two_hop,structural,150,0.7533333333333333,1.0,5.006666666666667,4.0,288.56,0.0
dev,25,10,cosine,all,600,0.8733333333333333,1.0,13.755,3.0,1222.0,0.0
dev,25,10,cosine,multi-hop,300,0.88,1.0,13.59,3.0,1222.0,0.0
dev,25,10,cosine,semantic,150,0.9733333333333334,1.0,3.52,2.0,1222.0,0.0
dev,25,10,cosine,structural,150,0.76,1.0,24.32,4.0,1222.0,0.0
dev,25,10,offline,all,600,0.9783333333333334,1.0,4.501666666666667,4.0,291.9033333333333,0.0
dev,25,10,offline,multi-hop,300,0.9766666666666668,1.0,4.34,4.0,295.7866666666667,0.0
dev,25,10,offline,semantic,150,0.9666666666666668,1.0,5.82,5.0,287.48,0.0
dev,25,10,offline,structural,150,0.9933333333333332,1.0,3.506666666666667,3.0,288.56,0.0
dev,25,10,online,all,600,0.9766666666666668,1.0,4.458333333333333,4.0,291.9033333333333,0.0233333333333333
dev,25,10,online,multi-hop,300,0.9733333333333334,1.0,4.323333333333333,4.0,295.7866666666667,0.0266666666666666
dev,25,10,online,semantic,150,0.9666666666666668,1.0,5.666666666666667,5.0,287.48,0.0333333333333333
dev,25,10,online,structural,150,0.9933333333333332,1.0,3.52,3.0,288.56,0.0066666666666666
dev,25,10,semantic_only,all,600,0.8733333333333333,0.9333333333333332,3.992857142857143,3.0,32.08833333333333,0.0
dev,25,10,semantic_only,multi-hop,300,0.88,0.9366666666666666,4.231316725978648,3.0,32.13666666666666,0.0
dev,25,10,semantic_only,semantic,150,0.9733333333333334,0.9866666666666668,2.5878378378378377,2.0,32.88,0.0
dev,25,10,semantic_only,structural,150,0.76,0.8733333333333333,5.068702290076335,3.0,31.2,0.0
dev,25,10,structure,all,600,0.9233333333333332,0.935,3.6737967914438494,3.0,32.163333333333334,0.0
dev,25,10,structure,multi-hop,300,0.9233333333333332,0.9366666666666666,3.715302491103203,3.0,32.233333333333334,0.0
dev,25,10,structure,semantic,150,0.98,0.9866666666666668,3.425675675675676,4.0,32.92666666666667,0.0
dev,25,10,structure,structural,150,0.8666666666666667,0.88,3.863636363636364,3.5,31.26,0.0
dev,25,10,two_hop,all,600,0.94,1.0,5.32,4.0,291.9033333333333,0.0
dev,25,10,two_hop,multi-hop,300,0.9433333333333334,1.0,5.733333333333333,4.0,295.7866666666667,0.0
dev,25,10,two_hop,semantic,150,0.9666666666666668,1.0,4.806666666666667,4.0,287.48,0.0
dev,25,10,two_hop,structural,150,0.9066666666666666,1.0,5.006666666666667,4.0,288.56,0.0
dev,25,16,cosine,all,600,0.9083333333333332,1.0,13.755,3.0,1222.0,0.0
dev,25,16,cosine,multi-hop,300,0.9066666666666666,1.0,13.59,3.0,1222.0,0.0
dev,25,16,cosine,semantic,150,0.98,1.0,3.52,2.0,1222.0,0.0
dev,25,16,cosine,structural,150,0.84,1.0,24.32,4.0,1222.0,0.0
dev,25,16,offline,all,600,1.0,1.0,4.501666666666667,4.0,291.9033333333333,0.0
dev,25,16,offline,multi-hop,300,1.0,1.0,4.34,4.0,295.7866666666667,0.0
dev,25,16,offline,semantic,150,1.0,1.0,5.82,5.0,287.48,0.0
dev,25,16,offline,structural,150,1.0,1.0,3.506666666666667,3.0,288.56,0.0
dev,25,16,online,all,600,1.0,1.0,4.501666666666667,4.0,291.9033333333333,0.0
dev,25,16,online,multi-hop,300,1.0,1.0,4.34,4.0,295.7866666666667,0.0
dev,25,16,online,semantic,150,1.0,1.0,5.82,5.0,287.48,0.0
dev,25,16,online,structural,150,1.0,1.0,3.506666666666667,3.0,288.56,0.0
dev,25,16,semantic_only,all,600,0.9083333333333332,0.9333333333333332,3.992857142857143,3.0,32.08833333333333,0.0
dev,25,16,semantic_only,multi-hop,300,0.9066666666666666,0.9366666666666666,4.231316725978648,3.0,32.13666666666666,0.0
dev,25,16,semantic_only,semantic,150,0.98,0.9866666666666668,2.5878378378378377,2.0,32.88,0.0
dev,25,16,semantic_only,structural,150,0.84,0.8733333333333333,5.068702290076335,3.0,31.2,0.0
dev,25,16,structure,all,600,0.93,0.935,3.6737967914438494,3.0,32.163333333333334,0.0
dev,25,16,structure,multi-hop,300,0.93,0.9366666666666666,3.715302491103203,3.0,32.233333333333334,0.0
dev,25,16,structure,semantic,150,0.9866666666666668,0.9866666666666668,3.425675675675676,4.0,32.92666666666667,0.0
dev,25,16,structure,structural,150,0.8733333333333333,0.88,3.863636363636364,3.5,31.26,0.0
dev,25,16,two_hop,all,600,0.9733333333333334,1.0,5.32,4.0,291.9033333333333,0.0
dev,25,16,two_hop,multi-hop,300,0.97,1.0,5.733333333333333,4.0,295.7866666666667,0.0
dev,25,16,two_hop,semantic,150,0.9933333333333332,1.0,4.806666666666667,4.0,287.48,0.0
dev,25,16,two_hop,structural,150,0.96,1.0,5.006666666666667,4.0,288.56,0.0
dev,30,6,cosine,all,600,0.7833333333333333,1.0,13.755,3.0,1222.0,0.0
dev,30,6,cosine,multi-hop,300,0.77,1.0,13.59,3.0,1222.0,0.0
dev,30,6,cosine,semantic,150,0.9333333333333332,1.0,3.52,2.0,1222.0,0.0
dev,30,6,cosine,structural,150,0.66,1.0,24.32,4.0,1222.0,0.0
dev,30,6,offline,all,600,0.8116666666666666,1.0,4.495,4.0,371.1983333333333,0.0
dev,30,6,offline,multi-hop,300,0.83,1.0,4.33,4.0,375.28333333333336,0.0
dev,30,6,offline,semantic,150,0.6733333333333333,1.0,5.826666666666667,5.0,364.9666666666666,0.0
dev,30,6,offline,structural,150,0.9133333333333332,1.0,3.493333333333333,3.0,369.26,0.0
dev,30,6,online,all,600,0.8016666666666666,1.0,4.623333333333333,4.0,371.1983333333333,0.1983333333333333
dev,30,6,online,multi-hop,300,0.8066666666666666,1.0,4.6866666666666665,4.0,375.28333333333336,0.1933333333333333
dev,30,6,online,semantic,150,0.7466666666666667,1.0,5.286666666666667,5.0,364.9666666666666,0.2533333333333333
dev,30,6,online,structural,150,0.8466666666666667,1.0,3.8333333333333335,3.0,369.26,0.1533333333333333
dev,30,6,semantic_only,all,600,0.7833333333333333,0.9366666666666666,4.1387900355871885,3.0,38.208333333333336,0.0
dev,30,6,semantic_only,multi-hop,300,0.77,0.9433333333333334,4.501766784452297,3.0,38.36333333333334,0.0
dev,30,6,semantic_only,semantic,150,0.9333333333333332,0.9866666666666668,2.5878378378378377,2.0,38.9,0.0
dev,30,6,semantic_only,structural,150,0.66,0.8733333333333333,5.106870229007634,3.0,37.20666666666666,0.0
dev,30,6,structure,all,600,0.8733333333333333,0.9383333333333334,3.705150976909414,3.0,38.27666666666666,0.0
dev,30,6,structure,multi-hop,300,0.8633333333333333,0.9433333333333334,3.763250883392226,3.0,38.45666666666666,0.0
dev,30,6,structure,semantic,150,0.98,0.9866666666666668,3.425675675675676,4.0,38.94,0.0
dev,30,6,structure,structural,150,0.7866666666666666,0.88,3.893939393939394,3.5,37.25333333333333,0.0
dev,30,6,two_hop,all,600,0.7816666666666666,1.0,5.236666666666666,4.0,371.1983333333333,0.0
dev,30,6,two_hop,multi-hop,300,0.7866666666666666,1.0,5.6466666666666665,4.0,375.28333333333336,0.0
dev,30,6,two_hop,semantic,150,0.8,1.0,4.806666666666667,4.0,364.9666666666666,0.0
dev,30,6,two_hop,structural,150,0.7533333333333333,1.0,4.846666666666667,4.0,369.26,0.0
dev,30,10,cosine,all,600,0.8733333333333333,1.0,13.755,3.0,1222.0,0.0
dev,30,10,cosine,multi-hop,300,0.88,1.0,13.59,3.0,1222.0,0.0
dev,30,10,cosine,semantic,150,0.9733333333333334,1.0,3.52,2.0,1222.0,0.0
dev,30,10,cosine,structural,150,0.76,1.0,24.32,4.0,1222.0,0.0
dev,30,10,offline,all,600,0.9783333333333334,1.0,4.495,4.0,371.1983333333333,0.0
dev,30,10,offline,multi-hop,300,0.9766666666666668,1.0,4.33,4.0,375.28333333333336,0.0
dev,30,10,offline,semantic,150,0.9666666666666668,1.0,5.826666666666667,5.0,364.9666666666666,0.0
dev,30,10,offline,structural,150,0.9933333333333332,1.0,3.493333333333333,3.0,369.26,0.0
dev,30,10,online,all,600,0.9766666666666668,1.0,4.453333333333333,4.0,371.1983333333333,0.0233333333333333
dev,30,10,online,multi-hop,300,0.9733333333333334,1.0,4.3133333333333335,4.0,375.28333333333336,0.0266666666666666
dev,30,10,online,semantic,150,0.9666666666666668,1.0,5.673333333333333,5.0,364.9666666666666,0.0333333333333333
dev,30,10,online,structural,150,0.9933333333333332,1.0,3.513333333333333,3.0,369.26,0.0066666666666666
dev,30,10,semantic_only,all,600,0.8733333333333333,0.9366666666666666,4.1387900355871885,3.0,38.208333333333336,0.0
dev,30,10,semantic_only,multi-hop,300,0.88,0.9433333333333334,4.501766784452297,3.0,38.36333333333334,0.0
dev,30,10,semantic_only,semantic,150,0.9733333333333334,0.9866666666666668,2.5878378378378377,2.0,38.9,0.0
dev,30,10,semantic_only,structural,150,0.76,0.8733333333333333,5.106870229007634,3.0,37.20666666666666,0.0
dev,30,10,structure,all,600,0.925,0.9383333333333334,3.705150976909414,3.0,38.27666666666666,0.0
dev,30,10,structure,multi-hop,300,0.9266666666666666,0.9433333333333334,3.763250883392226,3.0,38.45666666666666,0.0
dev,30,10,structure,semantic,150,0.98,0.9866666666666668,3.425675675675676,4.0,38.94,0.0
dev,30,10,structure,structural,150,0.8666666666666667,0.88,3.893939393939394,3.5,37.25333333333333,0.0
dev,30,10,two_hop,all,600,0.9433333333333334,1.0,5.236666666666666,4.0,371.1983333333333,0.0
dev,30,10,two_hop,multi-hop,300,0.9466666666666668,1.0,5.6466666666666665,4.0,375.28333333333336,0.0
dev,30,10,two_hop,semantic,150,0.9666666666666668,1.0,4.806666666666667,4.0,364.9666666666666,0.0
dev,30,10,two_hop,structural,150,0.9133333333333332,1.0,4.846666666666667,4.0,369.26,0.0
dev,30,16,cosine,all,600,0.9083333333333332,1.0,13.755,3.0,1222.0,0.0
dev,30,16,cosine,multi-hop,300,0.9066666666666666,1.0,13.59,3.0,1222.0,0.0
dev,30,16,cosine,semantic,150,0.98,1.0,3.52,2.0,1222.0,0.0
dev,30,16,cosine,structural,150,0.84,1.0,24.32,4.0,1222.0,0.0
dev,30,16,offline,all,600,1.0,1.0,4.495,4.0,371.1983333333333,0.0
dev,30,16,offline,multi-hop,300,1.0,1.0,4.33,4.0,375.28333333333336,0.0
dev,30,16,offline,semantic,150,1.0,1.0,5.826666666666667,5.0,364.9666666666666,0.0
dev,30,16,offline,structural,150,1.0,1.0,3.493333333333333,3.0,369.26,0.0
dev,30,16,online,all,600,1.0,1.0,4.495,4.0,371.1983333333333,0.0
dev,30,16,online,multi-hop,300,1.0,1.0,4.33,4.0,375.28333333333336,0.0
dev,30,16,online,semantic,150,1.0,1.0,5.826666666666667,5.0,364.9666666666666,0.0
dev,30,16,online,structural,150,1.0,1.0,3.493333333333333,3.0,369.26,0.0
dev,30,16,semantic_only,all,600,0.9083333333333332,0.9366666666666666,4.1387900355871885,3.0,38.208333333333336,0.0
dev,30,16,semantic_only,multi-hop,300,0.9066666666666666,0.9433333333333334,4.501766784452297,3.0,38.36333333333334,0.0
dev,30,16,semantic_only,semantic,150,0.98,0.9866666666666668,2.5878378378378377,2.0,38.9,0.0
dev,30,16,semantic_only,structural,150,0.84,0.8733333333333333,5.106870229007634,3.0,37.20666666666666,0.0
dev,30,16,structure,all,600,0.9333333333333332,0.9383333333333334,3.705150976909414,3.0,38.27666666666666,0.0
dev,30,16,structure,multi-hop,300,0.9366666666666666,0.9433333333333334,3.763250883392226,3.0,38.45666666666666,0.0
dev,30,16,structure,semantic,150,0.9866666666666668,0.9866666666666668,3.425675675675676,4.0,38.94,0.0
dev,30,16,structure,structural,150,0.8733333333333333,0.88,3.893939393939394,3.5,37.25333333333333,0.0
dev,30,16,two_hop,all,600,0.9766666666666668,1.0,5.236666666666666,4.0,371.1983333333333,0.0
dev,30,16,two_hop,multi-hop,300,0.9733333333333334,1.0,5.6466666666666665,4.0,375.28333333333336,0.0
dev,30,16,two_hop,semantic,150,0.9933333333333332,1.0,4.806666666666667,4.0,364.9666666666666,0.0
dev,30,16,two_hop,structural,150,0.9666666666666668,1.0,4.846666666666667,4.0,369.26,0.0
test,5,6,cosine,all,600,0.685,1.0,24.826666666666668,4.0,1222.0,0.0
test,5,6,cosine,multi-hop,300,0.6833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,5,6,cosine,semantic,150,0.8466666666666667,1.0,8.553333333333333,3.0,1222.0,0.0
test,5,6,cosine,structural,150,0.5266666666666666,1.0,48.986666666666665,6.0,1222.0,0.0
test,5,6,offline,all,600,0.76,0.9633333333333334,5.181660899653979,4.0,22.381666666666668,0.0
test,5,6,offline,multi-hop,300,0.7666666666666667,0.98,5.054421768707483,4.0,22.1,0.0
test,5,6,offline,semantic,150,0.6466666666666666,0.9333333333333332,7.0285714285714285,5.0,22.5,0.0
test,5,6,offline,structural,150,0.86,0.96,3.6458333333333335,3.0,22.826666666666668,0.0
test,5,6,online,all,600,0.7433333333333333,0.9633333333333334,6.150519031141869,4.0,22.381666666666668,0.2166666666666666
test,5,6,online,multi-hop,300,0.7633333333333333,0.98,5.605442176870748,4.0,22.1,0.2133333333333333
test,5,6,online,semantic,150,0.6866666666666666,0.9333333333333332,6.6,5.0,22.5,0.24
test,5,6,online,structural,150,0.76,0.96,6.826388888888889,4.0,22.826666666666668,0.2
test,5,6,semantic_only,all,600,0.6933333333333334,0.73,3.015981735159817,3.0,6.903333333333333,0.0
test,5,6,semantic_only,multi-hop,300,0.6966666666666667,0.7333333333333333,3.145454545454545,3.0,6.81,0.0
test,5,6,semantic_only,semantic,150,0.8466666666666667,0.8466666666666667,2.4330708661417324,2.0,7.06,0.0
test,5,6,semantic_only,structural,150,0.5333333333333333,0.6066666666666667,3.5164835164835164,3.0,6.933333333333334,0.0
test,5,6,structure,all,600,0.7116666666666667,0.745,3.3758389261744965,3.0,7.238333333333333,0.0
test,5,6,structure,multi-hop,300,0.7166666666666667,0.7333333333333333,3.422727272727273,3.0,7.173333333333333,0.0
test,5,6,structure,semantic,150,0.8333333333333334,0.8466666666666667,3.4330708661417324,3.0,7.333333333333333,0.0
test,5,6,structure,structural,150,0.58,0.6666666666666666,3.2,3.0,7.273333333333333,0.0
test,5,6,two_hop,all,600,0.7333333333333333,0.9633333333333334,6.70242214532872,4.0,22.381666666666668,0.0
test,5,6,two_hop,multi-hop,300,0.7466666666666667,0.98,6.295918367346939,4.0,22.1,0.0
test,5,6,two_hop,semantic,150,0.7066666666666667,0.9333333333333332,6.385714285714286,4.0,22.5,0.0
test,5,6,two_hop,structural,150,0.7333333333333333,0.96,7.840277777777778,3.5,22.826666666666668,0.0
test,5,10,cosine,all,600,0.805,1.0,24.826666666666668,4.0,1222.0,0.0
test,5,10,cosine,multi-hop,300,0.84,1.0,20.883333333333333,4.0,1222.0,0.0
test,5,10,cosine,semantic,150,0.86,1.0,8.553333333333333,3.0,1222.0,0.0
test,5,10,cosine,structural,150,0.68,1.0,48.986666666666665,6.0,1222.0,0.0
test,5,10,offline,all,600,0.9366666666666666,0.9633333333333334,5.181660899653979,4.0,22.381666666666668,0.0
test,5,10,offline,multi-hop,300,0.9633333333333334,0.98,5.054421768707483,4.0,22.1,0.0
test,5,10,offline,semantic,150,0.88,0.9333333333333332,7.0285714285714285,5.0,22.5,0.0
test,5,10,offline,structural,150,0.94,0.96,3.6458333333333335,3.0,22.826666666666668,0.0
test,5,10,online,all,600,0.9183333333333332,0.9633333333333334,5.496539792387543,4.0,22.381666666666668,0.0433333333333333
test,5,10,online,multi-hop,300,0.9333333333333332,0.98,5.435374149659864,4.0,22.1,0.0466666666666666
test,5,10,online,semantic,150,0.86,0.9333333333333332,7.1,5.0,22.5,0.0666666666666666
test,5,10,online,structural,150,0.9466666666666668,0.96,4.0625,3.0,22.826666666666668,0.0133333333333333
test,5,10,semantic_only,all,600,0.73,0.73,3.015981735159817,3.0,6.903333333333333,0.0
test,5,10,semantic_only,multi-hop,300,0.7333333333333333,0.7333333333333333,3.145454545454545,3.0,6.81,0.0
test,5,10,semantic_only,semantic,150,0.8466666666666667,0.8466666666666667,2.4330708661417324,2.0,7.06,0.0
test,5,10,semantic_only,structural,150,0.6066666666666667,0.6066666666666667,3.5164835164835164,3.0,6.933333333333334,0.0
test,5,10,structure,all,600,0.7416666666666667,0.745,3.3758389261744965,3.0,7.238333333333333,0.0
test,5,10,structure,multi-hop,300,0.7333333333333333,0.7333333333333333,3.422727272727273,3.0,7.173333333333333,0.0
test,5,10,structure,semantic,150,0.8466666666666667,0.8466666666666667,3.4330708661417324,3.0,7.333333333333333,0.0
test,5,10,structure,structural,150,0.6533333333333333,0.6666666666666666,3.2,3.0,7.273333333333333,0.0
test,5,10,two_hop,all,600,0.8516666666666667,0.9633333333333334,6.70242214532872,4.0,22.381666666666668,0.0
test,5,10,two_hop,multi-hop,300,0.87,0.98,6.295918367346939,4.0,22.1,0.0
test,5,10,two_hop,semantic,150,0.86,0.9333333333333332,6.385714285714286,4.0,22.5,0.0
test,5,10,two_hop,structural,150,0.8066666666666666,0.96,7.840277777777778,3.5,22.826666666666668,0.0
test,5,16,cosine,all,600,0.8533333333333334,1.0,24.826666666666668,4.0,1222.0,0.0
test,5,16,cosine,multi-hop,300,0.8833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,5,16,cosine,semantic,150,0.9,1.0,8.553333333333333,3.0,1222.0,0.0
test,5,16,cosine,structural,150,0.7466666666666667,1.0,48.986666666666665,6.0,1222.0,0.0
test,5,16,offline,all,600,0.9433333333333334,0.9633333333333334,5.181660899653979,4.0,22.381666666666668,0.0
test,5,16,offline,multi-hop,300,0.9666666666666668,0.98,5.054421768707483,4.0,22.1,0.0
test,5,16,offline,semantic,150,0.88,0.9333333333333332,7.0285714285714285,5.0,22.5,0.0
test,5,16,offline,structural,150,0.96,0.96,3.6458333333333335,3.0,22.826666666666668,0.0
test,5,16,online,all,600,0.9533333333333334,0.9633333333333334,5.060553633217993,4.0,22.381666666666668,0.01
test,5,16,online,multi-hop,300,0.97,0.98,5.051020408163265,4.0,22.1,0.01
test,5,16,online,semantic,150,0.9133333333333332,0.9333333333333332,6.885714285714286,6.0,22.5,0.02
test,5,16,online,structural,150,0.96,0.96,3.305555555555556,3.0,22.826666666666668,0.0
test,5,16,semantic_only,all,600,0.73,0.73,3.015981735159817,3.0,6.903333333333333,0.0
test,5,16,semantic_only,multi-hop,300,0.7333333333333333,0.7333333333333333,3.145454545454545,3.0,6.81,0.0
test,5,16,semantic_only,semantic,150,0.8466666666666667,0.8466666666666667,2.4330708661417324,2.0,7.06,0.0
test,5,16,semantic_only,structural,150,0.6066666666666667,0.6066666666666667,3.5164835164835164,3.0,6.933333333333334,0.0
test,5,16,structure,all,600,0.745,0.745,3.3758389261744965,3.0,7.238333333333333,0.0
test,5,16,structure,multi-hop,300,0.7333333333333333,0.7333333333333333,3.422727272727273,3.0,7.173333333333333,0.0
test,5,16,structure,semantic,150,0.8466666666666667,0.8466666666666667,3.4330708661417324,3.0,7.333333333333333,0.0
test,5,16,structure,structural,150,0.6666666666666666,0.6666666666666666,3.2,3.0,7.273333333333333,0.0
test,5,16,two_hop,all,600,0.88,0.9633333333333334,6.70242214532872,4.0,22.381666666666668,0.0
test,5,16,two_hop,multi-hop,300,0.9033333333333332,0.98,6.295918367346939,4.0,22.1,0.0
test,5,16,two_hop,semantic,150,0.8666666666666667,0.9333333333333332,6.385714285714286,4.0,22.5,0.0
test,5,16,two_hop,structural,150,0.8466666666666667,0.96,7.840277777777778,3.5,22.826666666666668,0.0
test,10,6,cosine,all,600,0.685,1.0,24.826666666666668,4.0,1222.0,0.0
test,10,6,cosine,multi-hop,300,0.6833333333333333,1.0,20.883333333333333,4.0,1222.0,0.0
test,10,6,cosine,semantic,150,0.8466666666666667,1.0,8.553333333333333,3.0,1222.0,0.0
test,10,6,cosine,structural,150,0.5266666666666666,1.0,48.986666666666665,6.0,1222.0,0.0
test,10,6,offline,all,600,0.7916666666666666,0.9766666666666668,5.544368600682594,4.0,64.95666666666666,0.0
test,10,6,offline,multi-hop,300,0.8266666666666667,0.9833333333333332,4.511864406779661,4.0,63.45666666666666,0.0
test,10,6,offline,semantic,150,0.6466666666666666,0.9666666666666668,9.06206896551724,5.0,65.49333333333334,0.0
test,10,6,offline,structural,150,0.8666666666666667,0.9733333333333334,4.136986301369863,3.0,67.42,0.0
test,10,6,online,all,600,0.7433333333333333,0.9766666666666668,8.15358361774744,4.0,64.95666666666666,0.2316666666666666
test,10,6,online,multi-hop,300,0.7766666666666666,0.9833333333333332,6.884745762711864,4.0,63.45666666666666,0.2033333333333333
test,10,6,online,semantic,150,0.6933333333333334,0.9666666666666668,8.4,5.0,65.49333333333334,0.2733333333333333
test,10,6,online,structural,150,0.7266666666666667,0.9733333333333334,10.472602739726028,4.0,67.42,0.2466666666666666
test,10,6,semantic_only,all,600,0.685,0.8316666666666667,3.85370741482966,3.0,12.831666666666669,0.0
test,10,6,semantic_only,multi-hop,300,0.6833333333333333,0.8633333333333333,4.111969111969112,3.0,12.74,0.0
test,10,6,semantic_only,semantic,150,0.8466666666666667,0.8666666666666667,2.5923076923076924,2.0,12.693333333333332,0.0
test,10,6,semantic_only,structural,150,0.5266666666666666,0.7333333333333333,4.736363636363636,4.0,13.153333333333334,0.0
test,10,6,structure,all,600,0.775,0.8416666666666667,3.766336633663366,4.0,12.981666666666667,0.0
test,10,6,structure,multi-hop,300,0.8066666666666666,0.8633333333333333,3.833976833976834,4.0,12.88,0.0
test,10,6,structure,semantic,150,0.8466666666666667,0.8666666666666667,3.5846153846153848,4.0,12.846666666666666,0.0
test,10,6,structure,structural,150,0.64,0.7733333333333333,3.818965517241379,3.0,13.32,0.0
test,10,6,two_hop,all,600,0.7483333333333333,0.9766666666666668,8.143344709897612,4.0,64.95666666666666,0.0
test,10,6,two_hop,multi-hop,300,0.7633333333333333,0.9833333333333332,7.027118644067796,4.0,63.45666666666666,0.0
test,10,6,two_hop,semantic,150,0.72,0.9666666666666668,7.958620689655173,5.0,65.49333333333334,0.0
test,10,6,two_hop,structural,150,0.7466666666666667,0.9733333333333334,10.582191780821915,3.0,67.42,0.0
test,10,10,cosine,all,600,0.805,1.0,24.826666666666668,4.0,1222.0,0.0
test,10,10,cosine,multi-hop,300,0.84,1.0,20.883333333333333,4.0,1222.0,0.0
test,10,10,cosine,semantic,150,0.86,1.0,8.553333333333333,3.0,1222.0,0.0
test,10,10,cosine,structural,150,0.68,1.0,48.986666666666665,6.0,1222.0,0.0
test,10,10,offline,all,600,0.945,0.9766666666666668,5.544368600682594,4.0,64.95666666666666,0.0
test,10,10,offline,multi-hop,300,0.9733333333333334,0.9833333333333332,4.511864406779661,4.0,63.45666666666666,0.0
test,10,10,offline,semantic,150,0.8933333333333333,0.9666666666666668,9.06206896551724,5.0,65.49333333333334,0.0
test,10,10,offline,structural,150,0.94,0.9733333333333334,4.136986301369863,3.0,67.42,0.0
test,10,10,online,all,600,0.9333333333333332,0.9766666666666668,6.090443686006826,4.0,64.95666666666666,0.0433333333333333
test,10,10,online,multi-hop,300,0.9566666666666668,0.9833333333333332,5.284745762711864,4.0,63.45666666666666,0.0266666666666666
